"subject","version","assignmentId","role","punCostly","oppPersistent","choice","globalRound","matchNum","matchRound","score","rt","oppChoice","oppScore","stamp","id"
"A2PBRGT71DUYOY","sp_v1","3DBQWDE4Y6Z9D2NLKMRRBJI04F95NQ","0","0","1","0","1","0","1","400","2150","0","0","2017-05-26 17:49:21","286"
"A2PBRGT71DUYOY","sp_v1","3DBQWDE4Y6Z9D2NLKMRRBJI04F95NQ","0","0","1","0","2","0","2","400","1203","0","0","2017-05-26 17:49:29","287"
"A2PBRGT71DUYOY","sp_v1","3DBQWDE4Y6Z9D2NLKMRRBJI04F95NQ","0","0","1","0","3","0","3","400","1741","0","0","2017-05-26 17:49:37","288"
"A2PBRGT71DUYOY","sp_v1","3DBQWDE4Y6Z9D2NLKMRRBJI04F95NQ","0","0","1","0","4","0","4","400","907","0","0","2017-05-26 17:49:44","289"
"A2PBRGT71DUYOY","sp_v1","3DBQWDE4Y6Z9D2NLKMRRBJI04F95NQ","0","0","1","0","5","0","5","400","1087","0","0","2017-05-26 17:49:52","290"
"A2PBRGT71DUYOY","sp_v1","3DBQWDE4Y6Z9D2NLKMRRBJI04F95NQ","0","0","1","0","6","0","6","400","1028","0","0","2017-05-26 17:49:59","291"
"A2PBRGT71DUYOY","sp_v1","3DBQWDE4Y6Z9D2NLKMRRBJI04F95NQ","0","0","1","0","7","0","7","400","513","0","0","2017-05-26 17:50:06","292"
"A2PBRGT71DUYOY","sp_v1","3DBQWDE4Y6Z9D2NLKMRRBJI04F95NQ","0","0","1","0","8","0","8","400","3899","0","0","2017-05-26 17:50:17","293"
"A2PBRGT71DUYOY","sp_v1","3DBQWDE4Y6Z9D2NLKMRRBJI04F95NQ","0","0","1","0","9","0","9","400","675","0","0","2017-05-26 17:50:24","294"
"A2PBRGT71DUYOY","sp_v1","3DBQWDE4Y6Z9D2NLKMRRBJI04F95NQ","0","0","1","0","10","0","10","400","800","0","0","2017-05-26 17:50:31","295"
"A2PBRGT71DUYOY","sp_v1","3DBQWDE4Y6Z9D2NLKMRRBJI04F95NQ","0","0","1","0","11","0","11","400","378","0","0","2017-05-26 17:50:39","296"
"A2PBRGT71DUYOY","sp_v1","3DBQWDE4Y6Z9D2NLKMRRBJI04F95NQ","0","0","1","0","12","0","12","400","780","0","0","2017-05-26 17:50:46","297"
"A2PBRGT71DUYOY","sp_v1","3DBQWDE4Y6Z9D2NLKMRRBJI04F95NQ","0","0","1","0","13","0","13","400","985","0","0","2017-05-26 17:50:56","298"
"A2PBRGT71DUYOY","sp_v1","3DBQWDE4Y6Z9D2NLKMRRBJI04F95NQ","0","0","1","0","14","0","14","400","1136","0","0","2017-05-26 17:51:09","299"
"A2PBRGT71DUYOY","sp_v1","3DBQWDE4Y6Z9D2NLKMRRBJI04F95NQ","1","0","0","0","15","1","0","390","7974","1","10","2017-05-26 17:51:35","300"
"A2PBRGT71DUYOY","sp_v1","3DBQWDE4Y6Z9D2NLKMRRBJI04F95NQ","1","0","0","1","16","1","1","379","3085","1","-10","2017-05-26 17:51:48","301"
"A2PBRGT71DUYOY","sp_v1","3DBQWDE4Y6Z9D2NLKMRRBJI04F95NQ","1","0","0","0","17","1","2","379","1077","0","-10","2017-05-26 17:51:59","302"
"A2PBRGT71DUYOY","sp_v1","3DBQWDE4Y6Z9D2NLKMRRBJI04F95NQ","1","0","0","0","18","1","3","379","1197","0","-10","2017-05-26 17:52:07","303"
"A2PBRGT71DUYOY","sp_v1","3DBQWDE4Y6Z9D2NLKMRRBJI04F95NQ","1","0","0","0","19","1","4","379","2285","0","-10","2017-05-26 17:52:16","304"
"A2PBRGT71DUYOY","sp_v1","3DBQWDE4Y6Z9D2NLKMRRBJI04F95NQ","1","0","0","0","20","1","5","379","796","0","-10","2017-05-26 17:52:24","305"
"A2PBRGT71DUYOY","sp_v1","3DBQWDE4Y6Z9D2NLKMRRBJI04F95NQ","1","0","0","0","21","1","6","379","623","0","-10","2017-05-26 17:52:31","306"
"A7KLTVEIASF4J","sp_v1","3P1L2B7AD1Q5XCQIDO7B7XE2GFHLOC","1","0","1","1","0","0","0","389","3436","1","-20","2017-05-26 18:16:42","307"
"A7KLTVEIASF4J","sp_v1","3P1L2B7AD1Q5XCQIDO7B7XE2GFHLOC","1","0","1","1","1","0","1","378","6214","1","-40","2017-05-26 18:16:54","308"
"A7KLTVEIASF4J","sp_v1","3P1L2B7AD1Q5XCQIDO7B7XE2GFHLOC","1","0","1","0","2","0","2","368","47166","1","-30","2017-05-26 18:17:59","309"
"A7KLTVEIASF4J","sp_v1","3P1L2B7AD1Q5XCQIDO7B7XE2GFHLOC","1","0","1","1","3","0","3","357","344","1","-50","2017-05-26 18:18:15","310"
"A7KLTVEIASF4J","sp_v1","3P1L2B7AD1Q5XCQIDO7B7XE2GFHLOC","1","0","1","0","4","0","4","347","383","1","-40","2017-05-26 18:18:22","311"
"A7KLTVEIASF4J","sp_v1","3P1L2B7AD1Q5XCQIDO7B7XE2GFHLOC","1","0","1","1","5","0","5","336","5911","1","-60","2017-05-26 18:18:38","312"
"A7KLTVEIASF4J","sp_v1","3P1L2B7AD1Q5XCQIDO7B7XE2GFHLOC","1","0","1","1","6","0","6","325","13693","1","-80","2017-05-26 18:19:08","313"
"A7KLTVEIASF4J","sp_v1","3P1L2B7AD1Q5XCQIDO7B7XE2GFHLOC","1","0","1","1","7","0","7","314","217200","1","-100","2017-05-26 18:22:56","314"
"A7KLTVEIASF4J","sp_v1","3P1L2B7AD1Q5XCQIDO7B7XE2GFHLOC","1","0","1","0","8","0","8","304","21144","1","-90","2017-05-26 18:24:27","315"
"A7KLTVEIASF4J","sp_v1","3P1L2B7AD1Q5XCQIDO7B7XE2GFHLOC","1","0","1","1","9","0","9","293","502","1","-110","2017-05-26 18:24:40","316"
"A7KLTVEIASF4J","sp_v1","3P1L2B7AD1Q5XCQIDO7B7XE2GFHLOC","1","0","1","1","10","0","10","282","429","1","-130","2017-05-26 18:24:47","317"
"A7KLTVEIASF4J","sp_v1","3P1L2B7AD1Q5XCQIDO7B7XE2GFHLOC","1","0","1","1","11","0","11","271","682","1","-150","2017-05-26 18:24:53","318"
"A7KLTVEIASF4J","sp_v1","3P1L2B7AD1Q5XCQIDO7B7XE2GFHLOC","1","0","1","1","12","0","12","260","319","1","-170","2017-05-26 18:24:59","319"
"A7KLTVEIASF4J","sp_v1","3P1L2B7AD1Q5XCQIDO7B7XE2GFHLOC","1","0","1","0","13","0","13","250","182814","1","-160","2017-05-26 18:28:08","320"
"A7KLTVEIASF4J","sp_v1","3P1L2B7AD1Q5XCQIDO7B7XE2GFHLOC","1","0","1","1","14","0","14","239","590","1","-180","2017-05-26 18:28:15","321"
"A7KLTVEIASF4J","sp_v1","3P1L2B7AD1Q5XCQIDO7B7XE2GFHLOC","0","0","0","1","15","1","0","219","50100","1","-191","2017-05-26 18:29:19","322"
"A7KLTVEIASF4J","sp_v1","3P1L2B7AD1Q5XCQIDO7B7XE2GFHLOC","0","0","0","1","16","1","1","229","7190","0","-201","2017-05-26 18:31:42","323"
"A7KLTVEIASF4J","sp_v1","3P1L2B7AD1Q5XCQIDO7B7XE2GFHLOC","0","0","0","1","17","1","2","239","22735","0","-211","2017-05-26 18:32:13","324"
"A7KLTVEIASF4J","sp_v1","3P1L2B7AD1Q5XCQIDO7B7XE2GFHLOC","0","0","0","1","18","1","3","249","357","0","-221","2017-05-26 18:32:37","325"
"A7KLTVEIASF4J","sp_v1","3P1L2B7AD1Q5XCQIDO7B7XE2GFHLOC","0","0","0","1","19","1","4","259","381","0","-231","2017-05-26 18:33:06","326"
"A7KLTVEIASF4J","sp_v1","3P1L2B7AD1Q5XCQIDO7B7XE2GFHLOC","0","0","0","1","20","1","5","269","354","0","-241","2017-05-26 18:33:21","327"
"A7KLTVEIASF4J","sp_v1","3P1L2B7AD1Q5XCQIDO7B7XE2GFHLOC","0","0","0","1","21","1","6","279","684","0","-251","2017-05-26 18:33:39","328"
"AHSQOWJG4HA3S","sp_v1","3LOTDFNYA70R2TPOIZVNTEM4ML4WF4","1","0","1","1","0","0","0","389","4509","1","-20","2017-05-26 19:01:27","329"
"ALSJ5JQPC3A82","sp_v1","3A0EX8ZRN8P5EH88SYRFVLGZIVDBY1","1","1","1","0","0","0","0","390","3799","1","10","2017-05-26 19:01:37","330"
"ALSJ5JQPC3A82","sp_v1","3A0EX8ZRN8P5EH88SYRFVLGZIVDBY1","1","1","1","0","1","0","1","380","2110","1","20","2017-05-26 19:01:49","331"
"AD1ILDUXZHASF","sp_v1","37TRT2X24QSFJSD96YQCLY1B5R4JBF","0","0","1","1","0","0","0","380","2858","1","-11","2017-05-26 19:01:50","332"
"ALSJ5JQPC3A82","sp_v1","3A0EX8ZRN8P5EH88SYRFVLGZIVDBY1","1","1","1","0","2","0","2","370","836","1","30","2017-05-26 19:01:56","333"
"AD1ILDUXZHASF","sp_v1","37TRT2X24QSFJSD96YQCLY1B5R4JBF","0","0","1","1","1","0","1","360","2521","1","-22","2017-05-26 19:02:00","334"
"ALXPXFJ81RYE4","sp_v1","3LEIZ60CDJ0MVE3GQ0F2IMUB0PDZ95","1","0","1","1","0","0","0","389","6482","1","-20","2017-05-26 19:02:02","335"
"ALSJ5JQPC3A82","sp_v1","3A0EX8ZRN8P5EH88SYRFVLGZIVDBY1","1","1","1","0","3","0","3","360","586","1","40","2017-05-26 19:02:03","336"
"AD1ILDUXZHASF","sp_v1","37TRT2X24QSFJSD96YQCLY1B5R4JBF","0","0","1","0","2","0","2","360","1359","0","-22","2017-05-26 19:02:09","337"
"A1I9ZBV75AVWUS","sp_v1","3NXNZ5RS1AY3B4XA75NJR21CQW197O","0","0","1","0","0","0","0","400","10025","0","0","2017-05-26 19:02:09","338"
"A1UGD2VEVSML1U","sp_v1","3SUWZRL0MYE120AMW6YDD22RMIX6EW","0","0","1","1","0","0","0","380","3410","1","-11","2017-05-26 19:02:13","339"
"ALSJ5JQPC3A82","sp_v1","3A0EX8ZRN8P5EH88SYRFVLGZIVDBY1","1","1","1","0","4","0","4","350","1311","1","50","2017-05-26 19:02:13","340"
"ALXPXFJ81RYE4","sp_v1","3LEIZ60CDJ0MVE3GQ0F2IMUB0PDZ95","1","0","1","0","1","0","1","379","2145","1","-10","2017-05-26 19:02:16","341"
"A1I9ZBV75AVWUS","sp_v1","3NXNZ5RS1AY3B4XA75NJR21CQW197O","0","0","1","0","1","0","1","400","2288","0","0","2017-05-26 19:02:18","342"
"AD1ILDUXZHASF","sp_v1","37TRT2X24QSFJSD96YQCLY1B5R4JBF","0","0","1","0","3","0","3","360","1371","0","-22","2017-05-26 19:02:19","343"
"ALSJ5JQPC3A82","sp_v1","3A0EX8ZRN8P5EH88SYRFVLGZIVDBY1","1","1","1","0","5","0","5","340","974","1","60","2017-05-26 19:02:22","344"
"A1UGD2VEVSML1U","sp_v1","3SUWZRL0MYE120AMW6YDD22RMIX6EW","0","0","1","1","1","0","1","360","1940","1","-22","2017-05-26 19:02:23","345"
"A1I9ZBV75AVWUS","sp_v1","3NXNZ5RS1AY3B4XA75NJR21CQW197O","0","0","1","0","2","0","2","400","439","0","0","2017-05-26 19:02:24","346"
"AD1ILDUXZHASF","sp_v1","37TRT2X24QSFJSD96YQCLY1B5R4JBF","0","0","1","0","4","0","4","360","1271","0","-22","2017-05-26 19:02:27","347"
"ALXPXFJ81RYE4","sp_v1","3LEIZ60CDJ0MVE3GQ0F2IMUB0PDZ95","1","0","1","1","2","0","2","368","5125","1","-30","2017-05-26 19:02:31","348"
"A1I9ZBV75AVWUS","sp_v1","3NXNZ5RS1AY3B4XA75NJR21CQW197O","0","0","1","0","3","0","3","400","1054","0","0","2017-05-26 19:02:31","349"
"ALSJ5JQPC3A82","sp_v1","3A0EX8ZRN8P5EH88SYRFVLGZIVDBY1","1","1","1","0","6","0","6","330","1435","1","70","2017-05-26 19:02:32","350"
"A1UGD2VEVSML1U","sp_v1","3SUWZRL0MYE120AMW6YDD22RMIX6EW","0","0","1","0","2","0","2","360","2110","0","-22","2017-05-26 19:02:33","351"
"AD1ILDUXZHASF","sp_v1","37TRT2X24QSFJSD96YQCLY1B5R4JBF","0","0","1","0","5","0","5","360","3576","0","-22","2017-05-26 19:02:38","352"
"A1I9ZBV75AVWUS","sp_v1","3NXNZ5RS1AY3B4XA75NJR21CQW197O","0","0","1","0","4","0","4","400","343","0","0","2017-05-26 19:02:38","353"
"ALSJ5JQPC3A82","sp_v1","3A0EX8ZRN8P5EH88SYRFVLGZIVDBY1","1","1","1","0","7","0","7","320","510","1","80","2017-05-26 19:02:39","354"
"A3NLX8S3UXGXVA","sp_v1","3RKNTXVS3MZKX0PWXD3CKLSM5CT4AE","0","1","1","1","0","0","0","380","1568","1","-20","2017-05-26 19:02:40","355"
"A1UGD2VEVSML1U","sp_v1","3SUWZRL0MYE120AMW6YDD22RMIX6EW","0","0","1","0","3","0","3","360","560","0","-22","2017-05-26 19:02:41","356"
"ALXPXFJ81RYE4","sp_v1","3LEIZ60CDJ0MVE3GQ0F2IMUB0PDZ95","1","0","1","1","3","0","3","357","671","1","-50","2017-05-26 19:02:43","357"
"AD1ILDUXZHASF","sp_v1","37TRT2X24QSFJSD96YQCLY1B5R4JBF","0","0","1","0","6","0","6","360","784","0","-22","2017-05-26 19:02:44","358"
"A1I9ZBV75AVWUS","sp_v1","3NXNZ5RS1AY3B4XA75NJR21CQW197O","0","0","1","0","5","0","5","400","349","0","0","2017-05-26 19:02:45","359"
"A1APYLD4DUK33J","sp_v1","33FOTY3KEMMRYGPBU9G1SIB7TV4C1B","1","1","1","0","0","0","0","390","2444","1","10","2017-05-26 19:02:45","360"
"ALSJ5JQPC3A82","sp_v1","3A0EX8ZRN8P5EH88SYRFVLGZIVDBY1","1","1","1","0","8","0","8","310","573","1","90","2017-05-26 19:02:45","361"
"A1UGD2VEVSML1U","sp_v1","3SUWZRL0MYE120AMW6YDD22RMIX6EW","0","0","1","0","4","0","4","360","971","0","-22","2017-05-26 19:02:48","362"
"ALXPXFJ81RYE4","sp_v1","3LEIZ60CDJ0MVE3GQ0F2IMUB0PDZ95","1","0","1","1","4","0","4","346","526","1","-70","2017-05-26 19:02:51","363"
"A1I9ZBV75AVWUS","sp_v1","3NXNZ5RS1AY3B4XA75NJR21CQW197O","0","0","1","0","6","0","6","400","393","0","0","2017-05-26 19:02:52","364"
"ALSJ5JQPC3A82","sp_v1","3A0EX8ZRN8P5EH88SYRFVLGZIVDBY1","1","1","1","0","9","0","9","300","562","1","100","2017-05-26 19:02:52","365"
"AD1ILDUXZHASF","sp_v1","37TRT2X24QSFJSD96YQCLY1B5R4JBF","0","0","1","0","7","0","7","360","289","0","-22","2017-05-26 19:02:52","366"
"A1APYLD4DUK33J","sp_v1","33FOTY3KEMMRYGPBU9G1SIB7TV4C1B","1","1","1","0","1","0","1","380","397","1","20","2017-05-26 19:02:53","367"
"A3NLX8S3UXGXVA","sp_v1","3RKNTXVS3MZKX0PWXD3CKLSM5CT4AE","0","1","1","0","1","0","1","380","4243","0","-20","2017-05-26 19:02:54","368"
"A1UGD2VEVSML1U","sp_v1","3SUWZRL0MYE120AMW6YDD22RMIX6EW","0","0","1","0","5","0","5","360","274","0","-22","2017-05-26 19:02:55","369"
"ALSJ5JQPC3A82","sp_v1","3A0EX8ZRN8P5EH88SYRFVLGZIVDBY1","1","1","1","0","10","0","10","290","361","1","110","2017-05-26 19:02:59","370"
"A1I9ZBV75AVWUS","sp_v1","3NXNZ5RS1AY3B4XA75NJR21CQW197O","0","0","1","0","7","0","7","400","1322","0","0","2017-05-26 19:02:59","371"
"A1APYLD4DUK33J","sp_v1","33FOTY3KEMMRYGPBU9G1SIB7TV4C1B","1","1","1","0","2","0","2","370","412","1","30","2017-05-26 19:03:00","372"
"AD1ILDUXZHASF","sp_v1","37TRT2X24QSFJSD96YQCLY1B5R4JBF","0","0","1","0","8","0","8","360","1251","0","-22","2017-05-26 19:03:00","373"
"ALXPXFJ81RYE4","sp_v1","3LEIZ60CDJ0MVE3GQ0F2IMUB0PDZ95","1","0","1","1","5","0","5","335","1876","1","-90","2017-05-26 19:03:00","374"
"A37S96RT1P1IT2","sp_v1","3NL0RFNU0FOQ9DYI94G1EZVIAON4KT","0","1","1","0","0","0","0","400","3022","0","0","2017-05-26 19:03:01","375"
"A1UGD2VEVSML1U","sp_v1","3SUWZRL0MYE120AMW6YDD22RMIX6EW","0","0","1","0","6","0","6","360","306","0","-22","2017-05-26 19:03:02","376"
"A1A3TGZ7DKJWRW","sp_v1","3IQ1VMJRYTLLU6V8E8Z31T32R479AF","1","1","1","0","0","0","0","390","2356","1","10","2017-05-26 19:03:03","377"
"ALSJ5JQPC3A82","sp_v1","3A0EX8ZRN8P5EH88SYRFVLGZIVDBY1","1","1","1","0","11","0","11","280","508","1","120","2017-05-26 19:03:05","378"
"AD1ILDUXZHASF","sp_v1","37TRT2X24QSFJSD96YQCLY1B5R4JBF","0","0","1","0","9","0","9","360","413","0","-22","2017-05-26 19:03:07","379"
"A1I9ZBV75AVWUS","sp_v1","3NXNZ5RS1AY3B4XA75NJR21CQW197O","0","0","1","0","8","0","8","400","1359","0","0","2017-05-26 19:03:07","380"
"A1APYLD4DUK33J","sp_v1","33FOTY3KEMMRYGPBU9G1SIB7TV4C1B","1","1","1","0","3","0","3","360","470","1","40","2017-05-26 19:03:07","381"
"A3NLX8S3UXGXVA","sp_v1","3RKNTXVS3MZKX0PWXD3CKLSM5CT4AE","0","1","1","0","2","0","2","380","343","0","-20","2017-05-26 19:03:09","382"
"A1UGD2VEVSML1U","sp_v1","3SUWZRL0MYE120AMW6YDD22RMIX6EW","0","0","1","0","7","0","7","360","456","0","-22","2017-05-26 19:03:09","383"
"ALXPXFJ81RYE4","sp_v1","3LEIZ60CDJ0MVE3GQ0F2IMUB0PDZ95","1","0","1","1","6","0","6","324","3331","1","-110","2017-05-26 19:03:10","384"
"A37S96RT1P1IT2","sp_v1","3NL0RFNU0FOQ9DYI94G1EZVIAON4KT","0","1","1","0","1","0","1","400","2570","0","0","2017-05-26 19:03:11","385"
"A1A3TGZ7DKJWRW","sp_v1","3IQ1VMJRYTLLU6V8E8Z31T32R479AF","1","1","1","0","1","0","1","380","1616","1","20","2017-05-26 19:03:12","386"
"ALSJ5JQPC3A82","sp_v1","3A0EX8ZRN8P5EH88SYRFVLGZIVDBY1","1","1","1","0","12","0","12","270","649","1","130","2017-05-26 19:03:13","387"
"A1I9ZBV75AVWUS","sp_v1","3NXNZ5RS1AY3B4XA75NJR21CQW197O","0","0","1","0","9","0","9","400","789","0","0","2017-05-26 19:03:14","388"
"A1APYLD4DUK33J","sp_v1","33FOTY3KEMMRYGPBU9G1SIB7TV4C1B","1","1","1","0","4","0","4","350","332","1","50","2017-05-26 19:03:15","389"
"A1UGD2VEVSML1U","sp_v1","3SUWZRL0MYE120AMW6YDD22RMIX6EW","0","0","1","0","8","0","8","360","376","0","-22","2017-05-26 19:03:16","390"
"A3NLX8S3UXGXVA","sp_v1","3RKNTXVS3MZKX0PWXD3CKLSM5CT4AE","0","1","1","0","3","0","3","380","192","0","-20","2017-05-26 19:03:17","391"
"A1A3TGZ7DKJWRW","sp_v1","3IQ1VMJRYTLLU6V8E8Z31T32R479AF","1","1","1","0","2","0","2","370","814","1","30","2017-05-26 19:03:19","392"
"ALXPXFJ81RYE4","sp_v1","3LEIZ60CDJ0MVE3GQ0F2IMUB0PDZ95","1","0","1","1","7","0","7","313","555","1","-130","2017-05-26 19:03:19","393"
"A37S96RT1P1IT2","sp_v1","3NL0RFNU0FOQ9DYI94G1EZVIAON4KT","0","1","1","0","2","0","2","400","1555","0","0","2017-05-26 19:03:19","394"
"ALSJ5JQPC3A82","sp_v1","3A0EX8ZRN8P5EH88SYRFVLGZIVDBY1","1","1","1","0","13","0","13","260","461","1","140","2017-05-26 19:03:19","395"
"A1I9ZBV75AVWUS","sp_v1","3NXNZ5RS1AY3B4XA75NJR21CQW197O","0","0","1","0","10","0","10","400","374","0","0","2017-05-26 19:03:21","396"
"A1APYLD4DUK33J","sp_v1","33FOTY3KEMMRYGPBU9G1SIB7TV4C1B","1","1","1","0","5","0","5","340","366","1","60","2017-05-26 19:03:22","397"
"A1UGD2VEVSML1U","sp_v1","3SUWZRL0MYE120AMW6YDD22RMIX6EW","0","0","1","0","9","0","9","360","983","0","-22","2017-05-26 19:03:23","398"
"A1IYCRA62VYFZK","sp_v1","36PW28KO4ZX2P2MPMJFPT74DI1NEAU","0","1","1","0","0","0","0","400","8089","0","0","2017-05-26 19:03:24","399"
"ALSJ5JQPC3A82","sp_v1","3A0EX8ZRN8P5EH88SYRFVLGZIVDBY1","1","1","1","0","14","0","14","250","373","1","150","2017-05-26 19:03:25","400"
"A1A3TGZ7DKJWRW","sp_v1","3IQ1VMJRYTLLU6V8E8Z31T32R479AF","1","1","1","0","3","0","3","360","675","1","40","2017-05-26 19:03:27","401"
"A37S96RT1P1IT2","sp_v1","3NL0RFNU0FOQ9DYI94G1EZVIAON4KT","0","1","1","0","3","0","3","400","1415","0","0","2017-05-26 19:03:27","402"
"A1I9ZBV75AVWUS","sp_v1","3NXNZ5RS1AY3B4XA75NJR21CQW197O","0","0","1","0","11","0","11","400","454","0","0","2017-05-26 19:03:28","403"
"A1APYLD4DUK33J","sp_v1","33FOTY3KEMMRYGPBU9G1SIB7TV4C1B","1","1","1","0","6","0","6","330","269","1","70","2017-05-26 19:03:29","404"
"A1UGD2VEVSML1U","sp_v1","3SUWZRL0MYE120AMW6YDD22RMIX6EW","0","0","1","0","10","0","10","360","273","0","-22","2017-05-26 19:03:29","405"
"ALXPXFJ81RYE4","sp_v1","3LEIZ60CDJ0MVE3GQ0F2IMUB0PDZ95","1","0","1","1","8","0","8","302","5327","1","-150","2017-05-26 19:03:31","406"
"A1I9ZBV75AVWUS","sp_v1","3NXNZ5RS1AY3B4XA75NJR21CQW197O","0","0","1","0","12","0","12","400","187","0","0","2017-05-26 19:03:34","407"
"A1A3TGZ7DKJWRW","sp_v1","3IQ1VMJRYTLLU6V8E8Z31T32R479AF","1","1","1","0","4","0","4","350","430","1","50","2017-05-26 19:03:35","408"
"A1IYCRA62VYFZK","sp_v1","36PW28KO4ZX2P2MPMJFPT74DI1NEAU","0","1","1","0","1","0","1","400","3562","0","0","2017-05-26 19:03:35","409"
"A37S96RT1P1IT2","sp_v1","3NL0RFNU0FOQ9DYI94G1EZVIAON4KT","0","1","1","0","4","0","4","400","1116","0","0","2017-05-26 19:03:35","410"
"A1UGD2VEVSML1U","sp_v1","3SUWZRL0MYE120AMW6YDD22RMIX6EW","0","0","1","0","11","0","11","360","277","0","-22","2017-05-26 19:03:36","411"
"A1APYLD4DUK33J","sp_v1","33FOTY3KEMMRYGPBU9G1SIB7TV4C1B","1","1","1","0","7","0","7","320","326","1","80","2017-05-26 19:03:36","412"
"A2M9SHUAK34WDT","sp_v1","3NS0A6KXC491AOQO46LCA3GY428ZGW","0","0","1","0","0","0","0","400","3678","0","0","2017-05-26 19:03:38","413"
"ALXPXFJ81RYE4","sp_v1","3LEIZ60CDJ0MVE3GQ0F2IMUB0PDZ95","1","0","1","0","9","0","9","292","1620","1","-140","2017-05-26 19:03:40","414"
"ALSJ5JQPC3A82","sp_v1","3A0EX8ZRN8P5EH88SYRFVLGZIVDBY1","0","1","0","0","15","1","0","250","2967","0","150","2017-05-26 19:03:41","415"
"A1I9ZBV75AVWUS","sp_v1","3NXNZ5RS1AY3B4XA75NJR21CQW197O","0","0","1","0","13","0","13","400","343","0","0","2017-05-26 19:03:41","416"
"A1A3TGZ7DKJWRW","sp_v1","3IQ1VMJRYTLLU6V8E8Z31T32R479AF","1","1","1","0","5","0","5","340","552","1","60","2017-05-26 19:03:41","417"
"A1UGD2VEVSML1U","sp_v1","3SUWZRL0MYE120AMW6YDD22RMIX6EW","0","0","1","0","12","0","12","360","247","0","-22","2017-05-26 19:03:42","418"
"A1APYLD4DUK33J","sp_v1","33FOTY3KEMMRYGPBU9G1SIB7TV4C1B","1","1","1","0","8","0","8","310","243","1","90","2017-05-26 19:03:44","419"
"A37S96RT1P1IT2","sp_v1","3NL0RFNU0FOQ9DYI94G1EZVIAON4KT","0","1","1","0","5","0","5","400","1152","0","0","2017-05-26 19:03:45","420"
"A2M9SHUAK34WDT","sp_v1","3NS0A6KXC491AOQO46LCA3GY428ZGW","0","0","1","0","1","0","1","400","978","0","0","2017-05-26 19:03:46","421"
"A1IYCRA62VYFZK","sp_v1","36PW28KO4ZX2P2MPMJFPT74DI1NEAU","0","1","1","0","2","0","2","400","2807","0","0","2017-05-26 19:03:46","422"
"A1I9ZBV75AVWUS","sp_v1","3NXNZ5RS1AY3B4XA75NJR21CQW197O","0","0","1","0","14","0","14","400","342","0","0","2017-05-26 19:03:48","423"
"A1UGD2VEVSML1U","sp_v1","3SUWZRL0MYE120AMW6YDD22RMIX6EW","0","0","1","0","13","0","13","360","475","0","-22","2017-05-26 19:03:48","424"
"A1A3TGZ7DKJWRW","sp_v1","3IQ1VMJRYTLLU6V8E8Z31T32R479AF","1","1","1","0","6","0","6","330","541","1","70","2017-05-26 19:03:49","425"
"A1D3C4MYGXJSU9","sp_v1","3ZQIG0FLQEHGYQBEIE0RB0PQAFSWVS","1","1","1","1","0","0","0","380","7473","1","-20","2017-05-26 19:03:49","426"
"ALXPXFJ81RYE4","sp_v1","3LEIZ60CDJ0MVE3GQ0F2IMUB0PDZ95","1","0","1","1","10","0","10","281","1749","1","-160","2017-05-26 19:03:49","427"
"ALSJ5JQPC3A82","sp_v1","3A0EX8ZRN8P5EH88SYRFVLGZIVDBY1","0","1","0","1","16","1","1","230","1384","1","130","2017-05-26 19:03:50","428"
"A1APYLD4DUK33J","sp_v1","33FOTY3KEMMRYGPBU9G1SIB7TV4C1B","1","1","1","0","9","0","9","300","325","1","100","2017-05-26 19:03:50","429"
"A2M9SHUAK34WDT","sp_v1","3NS0A6KXC491AOQO46LCA3GY428ZGW","0","0","1","0","2","0","2","400","476","0","0","2017-05-26 19:03:53","430"
"A3NLX8S3UXGXVA","sp_v1","3RKNTXVS3MZKX0PWXD3CKLSM5CT4AE","0","1","1","0","4","0","4","380","79","0","-20","2017-05-26 19:03:54","431"
"A1IYCRA62VYFZK","sp_v1","36PW28KO4ZX2P2MPMJFPT74DI1NEAU","0","1","1","0","3","0","3","400","993","0","0","2017-05-26 19:03:54","432"
"A1UGD2VEVSML1U","sp_v1","3SUWZRL0MYE120AMW6YDD22RMIX6EW","0","0","1","0","14","0","14","360","452","0","-22","2017-05-26 19:03:55","433"
"A37S96RT1P1IT2","sp_v1","3NL0RFNU0FOQ9DYI94G1EZVIAON4KT","0","1","1","0","6","0","6","400","1753","0","0","2017-05-26 19:03:55","434"
"ALXPXFJ81RYE4","sp_v1","3LEIZ60CDJ0MVE3GQ0F2IMUB0PDZ95","1","0","1","1","11","0","11","270","466","1","-180","2017-05-26 19:03:56","435"
"ALSJ5JQPC3A82","sp_v1","3A0EX8ZRN8P5EH88SYRFVLGZIVDBY1","0","1","0","0","17","1","2","230","710","0","130","2017-05-26 19:03:57","436"
"A1APYLD4DUK33J","sp_v1","33FOTY3KEMMRYGPBU9G1SIB7TV4C1B","1","1","1","0","10","0","10","290","193","1","110","2017-05-26 19:03:57","437"
"A1A3TGZ7DKJWRW","sp_v1","3IQ1VMJRYTLLU6V8E8Z31T32R479AF","1","1","1","0","7","0","7","320","1525","1","80","2017-05-26 19:03:57","438"
"AD1ILDUXZHASF","sp_v1","37TRT2X24QSFJSD96YQCLY1B5R4JBF","0","0","1","0","10","0","10","360","2050","0","-22","2017-05-26 19:03:58","439"
